From	Entry	Reviewed	Entry Name	Protein names	Organism	Length	Gene Names (primary)
Q7TSY6	Q7TSY6	reviewed	CELF4_MOUSE	CUGBP Elav-like family member 4 (CELF-4) (Bruno-like protein 4) (CUG-BP- and ETR-3-like factor 4) (RNA-binding protein BRUNOL-4)	Mus musculus (Mouse)	486	Celf4
Q7TT37	Q7TT37	reviewed	ELP1_MOUSE	Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein)	Mus musculus (Mouse)	1333	Elp1
Q80SY5	Q80SY5	reviewed	PR38B_MOUSE	Pre-mRNA-splicing factor 38B	Mus musculus (Mouse)	542	Prpf38b
Q80TL7	Q80TL7	reviewed	MON2_MOUSE	Protein MON2 homolog (Protein SF21)	Mus musculus (Mouse)	1715	Mon2
Q80TM9	Q80TM9	reviewed	NISCH_MOUSE	Nischarin (Imidazoline receptor 1) (I-1) (IR1) (Imidazoline receptor I-1-like protein) (Imidazoline-1 receptor) (I1R)	Mus musculus (Mouse)	1593	Nisch
Q80TT8	Q80TT8	reviewed	CUL9_MOUSE	Cullin-9 (CUL-9) (p53-associated parkin-like cytoplasmic protein)	Mus musculus (Mouse)	2530	Cul9
Q80U04	Q80U04	reviewed	PJA2_MOUSE	E3 ubiquitin-protein ligase Praja-2 (Praja2) (EC 2.3.2.27) (RING finger protein 131) (RING-type E3 ubiquitin transferase Praja-2)	Mus musculus (Mouse)	707	Pja2
Q80U28	Q80U28	reviewed	MADD_MOUSE	MAP kinase-activating death domain protein (Rab3 GDP/GTP exchange factor) (RabGEF) (Rab3 GDP/GTP exchange protein) (Rab3GEP)	Mus musculus (Mouse)	1577	Madd
Q80U49	Q80U49	reviewed	C170B_MOUSE	Centrosomal protein of 170 kDa protein B (Centrosomal protein 170B) (Cep170B)	Mus musculus (Mouse)	1574	Cep170b
Q80U78	Q80U78	reviewed	PUM1_MOUSE	Pumilio homolog 1	Mus musculus (Mouse)	1189	Pum1
Q80WJ7	Q80WJ7	reviewed	LYRIC_MOUSE	Protein LYRIC (3D3/LYRIC) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)	Mus musculus (Mouse)	579	Mtdh
Q80WS3	Q80WS3	reviewed	FBLL1_MOUSE	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 (EC 2.1.1.-) (Protein-glutamine methyltransferase)	Mus musculus (Mouse)	314	Fbll1
Q80X50	Q80X50	reviewed	UBP2L_MOUSE	Ubiquitin-associated protein 2-like (RNA polymerase II degradation factor Ubap2l)	Mus musculus (Mouse)	1107	Ubap2l
Q80XI3	Q80XI3	reviewed	IF4G3_MOUSE	Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)	Mus musculus (Mouse)	1579	Eif4g3
Q80XU3	Q80XU3	reviewed	NUCKS_MOUSE	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (JC7)	Mus musculus (Mouse)	234	Nucks1
Q80Y20	Q80Y20	reviewed	ALKB8_MOUSE	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase ALKBH8 (EC 2.1.1.229) (Alkylated DNA repair protein alkB homolog 8) (Alpha-ketoglutarate-dependent dioxygenase ALKBH8) (S-adenosyl-L-methionine-dependent tRNA methyltransferase ALKBH8)	Mus musculus (Mouse)	664	Alkbh8
Q80YA9	Q80YA9	reviewed	CNKR2_MOUSE	Connector enhancer of kinase suppressor of ras 2 (Connector enhancer of KSR 2) (CNK homolog protein 2) (CNK2)	Mus musculus (Mouse)	1032	Cnksr2
Q80YF9	Q80YF9	reviewed	RHG33_MOUSE	Rho GTPase-activating protein 33 (Rho-type GTPase-activating protein 33) (Sorting nexin-26) (Tc10/CDC42 GTPase-activating protein)	Mus musculus (Mouse)	1305	Arhgap33
Q80YS6	Q80YS6	reviewed	AFAP1_MOUSE	Actin filament-associated protein 1 (110 kDa actin filament-associated protein) (AFAP-110)	Mus musculus (Mouse)	731	Afap1
Q80YT7	Q80YT7	reviewed	MYOME_MOUSE	Myomegalin (Phosphodiesterase 4D-interacting protein)	Mus musculus (Mouse)	2224	Pde4dip
Q810B6	Q810B6	reviewed	ANFY1_MOUSE	Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif)	Mus musculus (Mouse)	1169	Ankfy1
Q810U5	Q810U5	reviewed	CCD50_MOUSE	Coiled-coil domain-containing protein 50 (Protein Ymer)	Mus musculus (Mouse)	305	Ccdc50
Q811L6	Q811L6	reviewed	MAST4_MOUSE	Microtubule-associated serine/threonine-protein kinase 4 (EC 2.7.11.1)	Mus musculus (Mouse)	2618	Mast4
Q811P8	Q811P8	reviewed	RHG32_MOUSE	Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP)	Mus musculus (Mouse)	2089	Arhgap32
Q812A2	Q812A2	reviewed	SRGP3_MOUSE	SLIT-ROBO Rho GTPase-activating protein 3 (srGAP3) (Rho GTPase-activating protein 14) (WAVE-associated Rac GTPase-activating protein) (WRP)	Mus musculus (Mouse)	1099	Srgap3
Q812E0	Q812E0	reviewed	CPEB2_MOUSE	Cytoplasmic polyadenylation element-binding protein 2 (CPE-BP2) (CPE-binding protein 2) (mCPEB-2)	Mus musculus (Mouse)	521	Cpeb2
Q8BFQ4	Q8BFQ4	reviewed	WDR82_MOUSE	WD repeat-containing protein 82	Mus musculus (Mouse)	313	Wdr82
Q8BFR5	Q8BFR5	reviewed	EFTU_MOUSE	Elongation factor Tu, mitochondrial	Mus musculus (Mouse)	452	Tufm
Q8BFZ3	Q8BFZ3	reviewed	ACTBL_MOUSE	Beta-actin-like protein 2 (Kappa-actin)	Mus musculus (Mouse)	376	Actbl2
Q8BG18	Q8BG18	reviewed	NECA1_MOUSE	N-terminal EF-hand calcium-binding protein 1 (EF-hand calcium-binding protein 1)	Mus musculus (Mouse)	352	Necab1
Q8BH15	Q8BH15	reviewed	CNO10_MOUSE	CCR4-NOT transcription complex subunit 10	Mus musculus (Mouse)	744	Cnot10
Q8BH59	Q8BH59	reviewed	S2512_MOUSE	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial (Solute carrier family 25 member 12)	Mus musculus (Mouse)	677	Slc25a12
Q8BIE6	Q8BIE6	reviewed	FRM4A_MOUSE	FERM domain-containing protein 4A	Mus musculus (Mouse)	1020	Frmd4a
Q8BIF2	Q8BIF2	reviewed	RFOX3_MOUSE	RNA binding protein fox-1 homolog 3 (Fox-1 homolog C) (Hexaribonucleotide-binding protein 3) (Fox-3) (Neuronal nuclei antigen) (NeuN antigen)	Mus musculus (Mouse)	374	Rbfox3
Q8BKS9	Q8BKS9	reviewed	PUM3_MOUSE	Pumilio homolog 3	Mus musculus (Mouse)	647	Pum3
Q8BL97	Q8BL97	reviewed	SRSF7_MOUSE	Serine/arginine-rich splicing factor 7 (Splicing factor, arginine/serine-rich 7)	Mus musculus (Mouse)	267	Srsf7
Q8BMJ2	Q8BMJ2	reviewed	SYLC_MOUSE	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	Mus musculus (Mouse)	1178	Lars1
Q8BMK4	Q8BMK4	reviewed	CKAP4_MOUSE	Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63)	Mus musculus (Mouse)	575	Ckap4
Q8BML9	Q8BML9	reviewed	SYQ_MOUSE	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	Mus musculus (Mouse)	775	Qars1
Q8BN59	Q8BN59	reviewed	LARP6_MOUSE	La-related protein 6 (Acheron) (Achn) (La ribonucleoprotein domain family member 6)	Mus musculus (Mouse)	492	Larp6
Q8BNE1	Q8BNE1	reviewed	TCAF1_MOUSE	TRPM8 channel-associated factor 1 (TRP channel-associated factor 1)	Mus musculus (Mouse)	924	Tcaf1
Q8BNU0	Q8BNU0	reviewed	ARMC6_MOUSE	Armadillo repeat-containing protein 6	Mus musculus (Mouse)	468	Armc6
Q8BP67	Q8BP67	reviewed	RL24_MOUSE	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	Mus musculus (Mouse)	157	Rpl24
Q8BP71	Q8BP71	reviewed	RFOX2_MOUSE	RNA binding protein fox-1 homolog 2 (Fox-1 homolog B) (Fox-1 homolog Fxh) (Hexaribonucleotide-binding protein 2) (RNA-binding motif protein 9) (RNA-binding protein 9)	Mus musculus (Mouse)	449	Rbfox2
Q8BPN8	Q8BPN8	reviewed	DMXL2_MOUSE	DmX-like protein 2 (Rabconnectin-3)	Mus musculus (Mouse)	3032	Dmxl2
Q8BTG3	Q8BTG3	reviewed	T11L1_MOUSE	T-complex protein 11-like protein 1	Mus musculus (Mouse)	509	Tcp11l1
Q8BTI7	Q8BTI7	reviewed	ANR52_MOUSE	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C (PP6-ARS-C) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-C)	Mus musculus (Mouse)	1076	Ankrd52
Q8BTV1	Q8BTV1	reviewed	TUSC3_MOUSE	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3 (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33) (Tumor suppressor candidate 3)	Mus musculus (Mouse)	347	Tusc3
Q8BU30	Q8BU30	reviewed	SYIC_MOUSE	Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)	Mus musculus (Mouse)	1262	Iars1
Q8BUK6	Q8BUK6	reviewed	HOOK3_MOUSE	Protein Hook homolog 3 (mHK3)	Mus musculus (Mouse)	718	Hook3
Q8BWW4	Q8BWW4	reviewed	LARP4_MOUSE	La-related protein 4 (La ribonucleoprotein domain family member 4)	Mus musculus (Mouse)	719	Larp4
Q8BWZ3	Q8BWZ3	reviewed	NAA25_MOUSE	N-alpha-acetyltransferase 25, NatB auxiliary subunit (Mitochondrial distribution and morphology protein 20) (N-terminal acetyltransferase B complex subunit MDM20) (NatB complex subunit MDM20) (N-terminal acetyltransferase B complex subunit NAA25)	Mus musculus (Mouse)	972	Naa25
Q8BX17	Q8BX17	reviewed	GEMI5_MOUSE	Gem-associated protein 5 (Gemin5)	Mus musculus (Mouse)	1502	Gemin5
Q8BZX4	Q8BZX4	reviewed	SREK1_MOUSE	Splicing regulatory glutamine/lysine-rich protein 1 (Serine/arginine-rich-splicing regulatory protein 86) (SRrp86) (Splicing factor, arginine/serine-rich 12)	Mus musculus (Mouse)	494	Srek1
Q8C050	Q8C050	reviewed	KS6A5_MOUSE	Ribosomal protein S6 kinase alpha-5 (S6K-alpha-5) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 5) (Nuclear mitogen- and stress-activated protein kinase 1) (RSK-like protein kinase) (RLSK)	Mus musculus (Mouse)	863	Rps6ka5
Q8C0L8	Q8C0L8	reviewed	COG5_MOUSE	Conserved oligomeric Golgi complex subunit 5 (COG complex subunit 5) (Component of oligomeric Golgi complex 5)	Mus musculus (Mouse)	829	Cog5
Q8C163	Q8C163	reviewed	EXOG_MOUSE	Nuclease EXOG, mitochondrial (EC 3.1.30.-) (Endonuclease G-like 1) (Endo G-like 1)	Mus musculus (Mouse)	368	Exog
Q8C2Q3	Q8C2Q3	reviewed	RBM14_MOUSE	RNA-binding protein 14 (RNA-binding motif protein 14)	Mus musculus (Mouse)	669	Rbm14
Q8C3F2	Q8C3F2	reviewed	F120C_MOUSE	Constitutive coactivator of PPAR-gamma-like protein 2 (Protein FAM120C)	Mus musculus (Mouse)	1091	Fam120c
Q8C3X8	Q8C3X8	reviewed	LMF2_MOUSE	Lipase maturation factor 2 (Transmembrane protein 112B) (Transmembrane protein 153)	Mus musculus (Mouse)	702	Lmf2
Q8C5L3	Q8C5L3	reviewed	CNOT2_MOUSE	CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2)	Mus musculus (Mouse)	540	Cnot2
Q8C5Q4	Q8C5Q4	reviewed	GRSF1_MOUSE	G-rich sequence factor 1 (GRSF-1)	Mus musculus (Mouse)	479	Grsf1
Q8C754	Q8C754	reviewed	VPS52_MOUSE	Vacuolar protein sorting-associated protein 52 homolog	Mus musculus (Mouse)	723	Vps52
Q8C854	Q8C854	reviewed	MYEF2_MOUSE	Myelin expression factor 2 (MEF-2) (MyEF-2)	Mus musculus (Mouse)	591	Myef2
Q8CDG3	Q8CDG3	reviewed	VCIP1_MOUSE	Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein)	Mus musculus (Mouse)	1220	Vcpip1
Q8CGC7	Q8CGC7	reviewed	SYEP_MOUSE	Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)]	Mus musculus (Mouse)	1512	Eprs1
Q8CGI1	Q8CGI1	reviewed	F193A_MOUSE	Protein FAM193A	Mus musculus (Mouse)	1231	Fam193a
Q8CGY8	Q8CGY8	reviewed	OGT1_MOUSE	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	Mus musculus (Mouse)	1046	Ogt
Q8CGZ0	Q8CGZ0	reviewed	CHERP_MOUSE	Calcium homeostasis endoplasmic reticulum protein (SR-related CTD-associated factor 6)	Mus musculus (Mouse)	936	Cherp
Q8CH18	Q8CH18	reviewed	CCAR1_MOUSE	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1)	Mus musculus (Mouse)	1146	Ccar1
Q8CH77	Q8CH77	reviewed	NAV1_MOUSE	Neuron navigator 1 (Pore membrane and/or filament-interacting-like protein 3)	Mus musculus (Mouse)	1875	Nav1
Q8CHT1	Q8CHT1	reviewed	NGEF_MOUSE	Ephexin-1 (Eph-interacting exchange protein) (Neuronal guanine nucleotide exchange factor)	Mus musculus (Mouse)	710	Ngef
Q8CI03	Q8CI03	reviewed	FWCH1_MOUSE	FLYWCH-type zinc finger-containing protein 1	Mus musculus (Mouse)	673	Flywch1
Q8CIE6	Q8CIE6	reviewed	COPA_MOUSE	Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin]	Mus musculus (Mouse)	1224	Copa
Q8CIN6	Q8CIN6	reviewed	CELF3_MOUSE	CUGBP Elav-like family member 3 (CELF-3) (Bruno-like protein 1) (CUG-BP- and ETR-3-like factor 3) (ELAV-type RNA-binding protein 1) (ETR-1) (RNA-binding protein BRUNOL-1) (Trinucleotide repeat-containing gene 4 protein)	Mus musculus (Mouse)	465	Celf3
Q8CIQ7	Q8CIQ7	reviewed	DOCK3_MOUSE	Dedicator of cytokinesis protein 3 (Modifier of cell adhesion) (Presenilin-binding protein) (PBP)	Mus musculus (Mouse)	2027	Dock3
Q8CJ67	Q8CJ67	reviewed	STAU2_MOUSE	Double-stranded RNA-binding protein Staufen homolog 2	Mus musculus (Mouse)	570	Stau2
Q8CJG0	Q8CJG0	reviewed	AGO2_MOUSE	Protein argonaute-2 (Argonaute2) (mAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (Piwi/argonaute family protein meIF2C2) (Protein slicer)	Mus musculus (Mouse)	860	Ago2
Q8CJG1	Q8CJG1	reviewed	AGO1_MOUSE	Protein argonaute-1 (Argonaute1) (mAgo1) (Argonaute RISC catalytic component 1) (Eukaryotic translation initiation factor 2C 1) (eIF-2C 1) (eIF2C 1) (Piwi/argonaute family protein meIF2C1)	Mus musculus (Mouse)	857	Ago1
Q8JZQ9	Q8JZQ9	reviewed	EIF3B_MOUSE	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta) (eIF3 p116)	Mus musculus (Mouse)	803	Eif3b
Q8JZU2	Q8JZU2	reviewed	TXTP_MOUSE	Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)	Mus musculus (Mouse)	311	Slc25a1
Q8K0C4	Q8K0C4	reviewed	CP51A_MOUSE	Lanosterol 14-alpha demethylase (LDM) (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (CYP51) (Cytochrome P450-14DM) (Cytochrome P45014DM) (Cytochrome P450LI) (Sterol 14-alpha demethylase)	Mus musculus (Mouse)	503	Cyp51a1
Q8K0D0	Q8K0D0	reviewed	CDK17_MOUSE	Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2)	Mus musculus (Mouse)	523	Cdk17
Q8K0E8	Q8K0E8	reviewed	FIBB_MOUSE	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	Mus musculus (Mouse)	481	Fgb
Q8K0V4	Q8K0V4	reviewed	CNOT3_MOUSE	CCR4-NOT transcription complex subunit 3 (CCR4-associated factor 3)	Mus musculus (Mouse)	751	Cnot3
Q8K1A6	Q8K1A6	reviewed	C2D1A_MOUSE	Coiled-coil and C2 domain-containing protein 1A (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1)	Mus musculus (Mouse)	943	Cc2d1a
Q8K212	Q8K212	reviewed	PACS1_MOUSE	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	Mus musculus (Mouse)	961	Pacs1
Q8K268	Q8K268	reviewed	ABCF3_MOUSE	ATP-binding cassette sub-family F member 3	Mus musculus (Mouse)	709	Abcf3
Q8K2C9	Q8K2C9	reviewed	HACD3_MOUSE	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1)	Mus musculus (Mouse)	362	Hacd3
Q8K2F0	Q8K2F0	reviewed	BRD3_MOUSE	Bromodomain-containing protein 3 (Bromodomain-containing FSH-like protein FSRG2)	Mus musculus (Mouse)	726	Brd3
Q8K2Q7	Q8K2Q7	reviewed	BROX_MOUSE	BRO1 domain-containing protein BROX (BRO1 domain- and CAAX motif-containing protein)	Mus musculus (Mouse)	411	Brox
Q8K310	Q8K310	reviewed	MATR3_MOUSE	Matrin-3	Mus musculus (Mouse)	846	Matr3
Q8K341	Q8K341	reviewed	ATAT_MOUSE	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog)	Mus musculus (Mouse)	421	Atat1
Q8K4P8	Q8K4P8	reviewed	HECW1_MOUSE	E3 ubiquitin-protein ligase HECW1 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECW1) (NEDD4-like E3 ubiquitin-protein ligase 1) (mNEDL1)	Mus musculus (Mouse)	1604	Hecw1
Q8QZY1	Q8QZY1	reviewed	EIF3L_MOUSE	Eukaryotic translation initiation factor 3 subunit L (eIF3l) (66 kDa tyrosine-rich heat shock protein) (67 kDa polymerase-associated factor) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein) (HSP-66Y) (PAF67)	Mus musculus (Mouse)	564	Eif3l
Q8R001	Q8R001	reviewed	MARE2_MOUSE	Microtubule-associated protein RP/EB family member 2 (APC-binding protein EB2) (End-binding protein 2) (EB2)	Mus musculus (Mouse)	326	Mapre2
Q8R010	Q8R010	reviewed	AIMP2_MOUSE	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	Mus musculus (Mouse)	320	Aimp2
Q8R081	Q8R081	reviewed	HNRPL_MOUSE	Heterogeneous nuclear ribonucleoprotein L (hnRNP L)	Mus musculus (Mouse)	586	Hnrnpl
Q8R0S2	Q8R0S2	reviewed	IQEC1_MOUSE	IQ motif and SEC7 domain-containing protein 1	Mus musculus (Mouse)	961	Iqsec1
Q8R1A4	Q8R1A4	reviewed	DOCK7_MOUSE	Dedicator of cytokinesis protein 7 (Protein moonlight)	Mus musculus (Mouse)	2130	Dock7
Q8R1B4	Q8R1B4	reviewed	EIF3C_MOUSE	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)	Mus musculus (Mouse)	911	Eif3c
Q8R1N4	Q8R1N4	reviewed	NUDC3_MOUSE	NudC domain-containing protein 3	Mus musculus (Mouse)	363	Nudcd3
Q8R1T1	Q8R1T1	reviewed	CHMP7_MOUSE	Charged multivesicular body protein 7 (Chromatin-modifying protein 7)	Mus musculus (Mouse)	451	Chmp7
Q8R307	Q8R307	reviewed	VPS18_MOUSE	Vacuolar protein sorting-associated protein 18 homolog	Mus musculus (Mouse)	973	Vps18
Q8R3L2	Q8R3L2	reviewed	TCF25_MOUSE	Ribosome quality control complex subunit TCF25 (Nuclear localized protein 1) (Transcription factor 25) (TCF-25)	Mus musculus (Mouse)	676	Tcf25
Q8R3S6	Q8R3S6	reviewed	EXOC1_MOUSE	Exocyst complex component 1 (Exocyst complex component Sec3)	Mus musculus (Mouse)	894	Exoc1
Q8R418	Q8R418	reviewed	DICER_MOUSE	Endoribonuclease Dicer (EC 3.1.26.3) (Double-strand-specific ribonuclease mDCR-1)	Mus musculus (Mouse)	1916	Dicer1
Q8R4E6	Q8R4E6	reviewed	PURG_MOUSE	Purine-rich element-binding protein gamma	Mus musculus (Mouse)	350	Purg
Q8R4H2	Q8R4H2	reviewed	ARHGC_MOUSE	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	Mus musculus (Mouse)	1543	Arhgef12
Q8R570	Q8R570	reviewed	SNP47_MOUSE	Synaptosomal-associated protein 47 (SNAP-47) (Synaptosomal-associated 47 kDa protein)	Mus musculus (Mouse)	413	Snap47
Q8VCM7	Q8VCM7	reviewed	FIBG_MOUSE	Fibrinogen gamma chain	Mus musculus (Mouse)	436	Fgg
Q8VDJ3	Q8VDJ3	reviewed	VIGLN_MOUSE	Vigilin (High density lipoprotein-binding protein) (HDL-binding protein)	Mus musculus (Mouse)	1268	Hdlbp
Q8VDM4	Q8VDM4	reviewed	PSMD2_MOUSE	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97)	Mus musculus (Mouse)	908	Psmd2
Q8VDM6	Q8VDM6	reviewed	HNRL1_MOUSE	Heterogeneous nuclear ribonucleoprotein U-like protein 1	Mus musculus (Mouse)	859	Hnrnpul1
Q8VDP4	Q8VDP4	reviewed	CCAR2_MOUSE	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2)	Mus musculus (Mouse)	922	Ccar2
Q8VE19	Q8VE19	reviewed	MIOS_MOUSE	GATOR2 complex protein MIOS	Mus musculus (Mouse)	875	Mios
Q8VEF1	Q8VEF1	reviewed	ASTRA_MOUSE	Protein Aster-A (GRAM domain-containing protein 1A)	Mus musculus (Mouse)	722	Gramd1a
Q8VH51	Q8VH51	reviewed	RBM39_MOUSE	RNA-binding protein 39 (Coactivator of activating protein 1 and estrogen receptors) (Coactivator of AP-1 and ERs) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2)	Mus musculus (Mouse)	530	Rbm39
Q8VHH5	Q8VHH5	reviewed	AGAP3_MOUSE	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 (AGAP-3) (CRAM-associated GTPase) (CRAG) (Centaurin-gamma-3) (Cnt-g3) (MR1-interacting protein) (MRIP-1)	Mus musculus (Mouse)	910	Agap3
Q8VHK9	Q8VHK9	reviewed	DHX36_MOUSE	ATP-dependent DNA/RNA helicase DHX36 (EC 3.6.4.13) (DEAD/H box polypeptide 36) (DEAH box protein 36) (MLE-like protein 1) (RNA helicase associated with AU-rich element ARE)	Mus musculus (Mouse)	1001	Dhx36
Q8VHN7	Q8VHN7	reviewed	AGRV1_MOUSE	Adhesion G-protein coupled receptor V1 (ADGRV1) (EC 3.4.-.-) (G-protein coupled receptor 98) (Monogenic audiogenic seizure susceptibility protein 1) (MASS1) (Neurepin) (Protein rueda) (Very large G-protein coupled receptor 1) (VLGR1) [Cleaved into: ADGRV1 subunit alpha; ADGRV1 subunit beta (VLGR1 subunit beta) (Vbeta)]	Mus musculus (Mouse)	6298	Adgrv1
Q8VI24	Q8VI24	reviewed	SATB2_MOUSE	DNA-binding protein SATB2 (Special AT-rich sequence-binding protein 2)	Mus musculus (Mouse)	733	Satb2
Q91V12	Q91V12	reviewed	BACH_MOUSE	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)	Mus musculus (Mouse)	381	Acot7
Q91VI7	Q91VI7	reviewed	RINI_MOUSE	Ribonuclease inhibitor (Ribonuclease/angiogenin inhibitor 1)	Mus musculus (Mouse)	456	Rnh1
Q91VR5	Q91VR5	reviewed	DDX1_MOUSE	ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1)	Mus musculus (Mouse)	740	Ddx1
Q91VY9	Q91VY9	reviewed	ZN622_MOUSE	Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622)	Mus musculus (Mouse)	476	Znf622
Q91W50	Q91W50	reviewed	CSDE1_MOUSE	Cold shock domain-containing protein E1	Mus musculus (Mouse)	798	Csde1
Q91W86	Q91W86	reviewed	VPS11_MOUSE	Vacuolar protein sorting-associated protein 11 homolog	Mus musculus (Mouse)	941	Vps11
Q91WJ8	Q91WJ8	reviewed	FUBP1_MOUSE	Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1)	Mus musculus (Mouse)	651	Fubp1
Q91WK2	Q91WK2	reviewed	EIF3H_MOUSE	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)	Mus musculus (Mouse)	352	Eif3h
Q91X72	Q91X72	reviewed	HEMO_MOUSE	Hemopexin	Mus musculus (Mouse)	460	Hpx
Q91YK0	Q91YK0	reviewed	LRC49_MOUSE	Leucine-rich repeat-containing protein 49 (Tubulin polyglutamylase complex subunit 4) (PGs4) (p79)	Mus musculus (Mouse)	686	Lrrc49
Q91YM2	Q91YM2	reviewed	RHG35_MOUSE	Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1)	Mus musculus (Mouse)	1499	Arhgap35
